Pais;Codigo;Periodo;Muertes Totales;Combustibles Solidos;Particulas;Ozono
Cote d'Ivoire;CIV;2012;13,453,942,400,311,800;11,429,086,257,515,900;19,503,404,830,444,000;1,249,832,513,523,580
Cote d'Ivoire;CIV;2013;13,259,033,186,748,000;11,308,596,177,541,600;1,875,266,252,960,840;12,550,246,166,606,100
Cote d'Ivoire;CIV;2014;12,941,059,134,858,800;1,101,533,325,486,040;18,498,692,289,107,100;12,598,649,415,214,800
Cote d'Ivoire;CIV;2015;12,760,537,718,702,500;1,036,539,523,090,060;2,319,892,400,261,360;12,563,702,423,150,400
Cote d'Ivoire;CIV;2016;12,302,454,755,770,000;9,991,100,085,382,830;22,355,167,316,530,700;1,256,311,887,828,020
Cote d'Ivoire;CIV;2017;1,188,365,593,679,240;9,625,337,526,474,650;2,182,017,137,577,350;12,568,754,782,829
Croatia;HRV;1990;6,159,001,244,104,160;1,749,193,104,145,210;4,226,296,441,747,450;2,410,094,732,096,880
Croatia;HRV;1991;59,966,239,302,848,400;16,767,475,235,766,100;4,141,484,785,571,430;233,839,207,646,732
Croatia;HRV;1992;5,876,095,018,613,170;16,249,302,811,374,400;4,074,506,411,495,460;23,115,115,979,162,100
Croatia;HRV;1993;5,789,485,096,837,010;15,897,872,412,395,600;40,204,757,182,979,100;23,417,998,661,693,600
Croatia;HRV;1994;5,686,314,392,716,710;15,511,089,376,746,500;3,954,571,654,385,320;23,571,116,293,882,400
Croatia;HRV;1995;5,675,722,459,453,220;15,248,473,612,856,300;3,965,717,666,366,560;24,129,896,614,510,600
Croatia;HRV;1996;57,734,461,911,439,800;15,009,821,870,725,200;4,079,363,984,727,050;2,515,892,738,073,190
Croatia;HRV;1997;58,634,525,664,673,100;14,569,476,415,909,700;42,043,218,414,539,100;26,333,058,288,809,100
Croatia;HRV;1998;5,696,566,127,924,130;13,631,434,839,869,000;4,129,022,553,744,120;2,660,762,891,669,530
Croatia;HRV;1999;55,765,434,328,079,700;1,271,441,631,066,450;40,931,178,625,091,800;27,566,954,976,548,400
Croatia;HRV;2000;5,228,156,744,992,910;11,412,787,434,436,000;3,881,446,282,676,230;26,673,455,602,418,200
Croatia;HRV;2001;51,044,845,459,194,400;10,724,477,672,131,900;38,297,908,052,645,000;26,279,256,797,014,100
Croatia;HRV;2002;5,148,187,201,087,800;10,237,906,819,421,700;39,163,913,070,599,400;27,031,666,646,252,600
Croatia;HRV;2003;5,234,132,052,986,730;9,860,733,498,875,090;40,288,626,462,641,300;28,480,018,581,269,200
Croatia;HRV;2004;4,971,071,003,777,690;9,043,596,801,150,400;3,851,521,870,747,900;27,949,209,737,257,800
Croatia;HRV;2005;49,422,667,743,663,600;8,656,781,143,947,360;3,855,735,245,612,790;28,648,730,497,736,200
Croatia;HRV;2006;4,816,736,753,909,820;8,158,075,087,144,720;3,781,443,517,796,650;2,847,157,589,434,370
Croatia;HRV;2007;4,839,582,727,226,850;7,909,956,485,943,610;3,820,917,124,407,980;29,506,091,138,942,500
Croatia;HRV;2008;47,751,323,161,583,800;7,594,834,594,761,140;3,786,037,540,536,600;2,971,271,098,241,060
Croatia;HRV;2009;4,458,810,263,579,620;6,874,159,898,912,280;3,547,006,161,124,200;28,972,761,609,241,000
Croatia;HRV;2010;4,283,564,287,796,290;6,591,155,411,765,150;3,403,354,513,150,380;28,468,761,913,000,700
Croatia;HRV;2011;41,877,948,035,936,100;6,028,859,192,831,240;3,364,176,833,252,900;28,484,158,675,033,600
Croatia;HRV;2012;39,532,366,038,144,100;5,938,859,720,256,060;31,399,962,098,914,900;28,055,897,124,087,700
Croatia;HRV;2013;36,752,732,173,893,300;5,470,441,967,236,380;29,160,197,839,550,400;2,703,361,455,955,890
Croatia;HRV;2014;3,609,441,955,332,210;5,431,719,135,209,520;28,485,564,071,673,800;27,555,204,468,650,300
Croatia;HRV;2015;37,539,620,336,020,100;5,325,944,323,417,650;29,946,641,643,897,400;2,879,622,275,451,270
Croatia;HRV;2016;3,423,502,573,085,690;4,964,761,333,721,520;27,127,956,436,924,200;26,968,537,887,869,600
Croatia;HRV;2017;33,552,074,585,083,200;4,654,715,054,769,400;26,803,493,217,711,600;26,369,353,023,718,000
Cuba;CUB;1990;51,801,897,221,193,600;9,668,627,940,059,730;4,112,298,204,646,810;13,071,205,896,055,400
Cuba;CUB;1991;516,030,142,805,138;8,973,569,016,795,830;41,619,774,765,278,000;13,099,199,482,179,900
Cuba;CUB;1992;5,256,296,003,149,380;8,596,960,146,270,850;4,291,717,840,523,200;13,622,013,056,985,800
Cuba;CUB;1993;5,334,154,542,887,880;8,348,871,981,502,840;43,892,598,448,372,500;14,286,714,950,005,200
Cuba;CUB;1994;5,284,097,164,477,380;807,192,226,953,063;4,365,141,266,640,980;14,495,458,042,682,900
Cuba;CUB;1995;5,153,256,215,352,760;7,716,965,749,092,360;4,268,428,367,144,600;14,625,434,771,554,600
Cuba;CUB;1996;50,897,232,868,337;7,260,800,671,514,730;42,479,238,320,700,700;14,998,990,241,358,800
Cuba;CUB;1997;49,102,478,502,901,700;6,598,517,614,864,190;41,321,577,587,015,800;1,533,714,627,866,320
Cuba;CUB;1998;4,808,768,391,572,220;620,242,645,753,623;40,657,338,502,269;15,920,730,378,315,000
Cuba;CUB;1999;46,702,489,860,795,200;5,766,130,746,552,300;3,966,661,806,184,680;16,433,658,700,143,200
Cuba;CUB;2000;43,999,918,929,156,700;5,204,605,085,239,500;37,555,855,278,797,000;15,985,333,945,832,600
Cuba;CUB;2001;4,366,848,699,564,240;4,863,186,927,842,130;3,754,641,609,238,720;16,271,805,229,763,500
Cuba;CUB;2002;4,056,228,291,274,380;4,202,209,492,656,750;3,517,986,189,737,020;1,526,025,879,030,890
Cuba;CUB;2003;4,064,542,525,531,320;396,094,369,400,163;3,546,982,448,225,770;15,691,602,578,329,100
Cuba;CUB;2004;4,069,539,010,240,440;3,776,636,936,949,850;3,567,857,417,865,410;1,598,764,742,888,460
Cuba;CUB;2005;40,482,442,275,073,500;35,743,516,821,107,100;35,653,232,107,984,700;1,611,589,769,101,360
Cuba;CUB;2006;3,810,372,902,773,830;30,707,493,038,541,900;3,386,289,065,938,600;15,059,590,328,620,800
Cuba;CUB;2007;37,651,771,329,497,400;2,870,300,304,078,870;3,362,122,839,537,540;14,945,452,595,325,200
Cuba;CUB;2008;3,776,451,813,649,390;27,373,753,177,703,900;3,386,812,318,379,650;1,492,457,578,014,740
Cuba;CUB;2009;3,729,399,603,542,940;25,899,959,779,325,900;3,354,893,101,966,720;14,852,440,928,100,700
Cuba;CUB;2010;36,687,817,388,111,300;24,667,206,888,320,700;3,306,183,477,914,680;14,862,863,646,979,400
Cuba;CUB;2011;3,484,507,523,859,760;21,581,646,143,527,200;31,583,493,890,894,300;14,199,557,442,924,600
Cuba;CUB;2012;3,417,961,436,755,150;21,062,825,528,381,800;30,952,535,305,303,900;1,430,440,758,821,950
Cuba;CUB;2013;3,404,014,223,990,230;1,987,248,986,329,310;30,917,954,567,519,700;1,447,488,817,666,220
Cuba;CUB;2014;3,328,892,356,329,060;1,958,789,987,976,880;30,180,165,807,110,500;1,451,904,640,765,430
Cuba;CUB;2015;3,388,404,053,460,190;1,934,678,211,598,670;30,764,796,030,890,600;14,914,265,618,658,900
Cuba;CUB;2016;3,294,971,454,020,370;18,292,168,476,906,900;29,967,344,450,660,200;14,445,710,738,417,300
Cuba;CUB;2017;3,246,048,101,808,930;17,220,087,689,204,200;29,610,628,742,192,200;14,096,372,200,043,900
Cyprus;CYP;1990;5,045,310,346,727,820;24,459,224,992,467,100;4,455,746,669,355,020;4,388,189,542,257,340
Cyprus;CYP;1991;50,032,245,910,044,500;22,232,207,088,908,600;4,438,911,813,171,760;434,750,840,035,545
Cyprus;CYP;1992;49,179,750,756,374,300;19,737,258,750,337,500;4,386,547,001,444,770;4,243,575,278,301,130
Cyprus;CYP;1993;48,181,341,740,246,700;17,715,343,123,993,600;4,314,854,257,715,940;414,002,259,524,099
Cyprus;CYP;1994;4,733,829,815,870,170;16,089,163,412,557,600;4,252,962,416,336,850;4,059,311,257,232,810
Cyprus;CYP;1995;4,655,168,683,844,320;14,367,847,333,506,400;4,195,884,844,942,220;4,001,063,680,932,260
Cyprus;CYP;1996;4,665,196,666,792,210;13,034,098,736,560,000;4,217,549,888,471,060;4,021,330,854,642,630
Cyprus;CYP;1997;4,782,458,747,321,190;12,277,629,160,478,500;43,344,363,190,614,100;4,120,011,143,652,320
Cyprus;CYP;1998;48,335,859,974,258,300;11,537,392,499,884,900;43,900,347,288,079,500;4,154,628,073,928,700
Cyprus;CYP;1999;48,330,509,669,683,400;10,686,145,605,275,500;4,396,649,349,582,110;4,168,851,373,775,220
Cyprus;CYP;2000;482,666,844,678,841;9,935,660,759,676,590;4,395,845,202,724,650;4,189,848,229,478,270
Cyprus;CYP;2001;4,712,556,205,414,820;8,918,776,183,320,710;4,296,319,968,397,010;4,132,559,884,723,550
Cyprus;CYP;2002;4,626,254,013,255,620;8,156,796,454,956,850;4,219,057,177,540,480;4,112,004,804,199,600
Cyprus;CYP;2003;4,536,834,984,858,320;7,315,931,862,753,070;4,139,962,185,229,110;4,084,562,484,222,530
Cyprus;CYP;2004;4,437,959,291,958,490;6,644,897,937,138,550;4,053,619,026,884,440;40,080,930,614,710,100
Cyprus;CYP;2005;424,132,078,742,183;5,714,625,134,752,010;3,880,736,161,439,630;38,237,126,631,443,200
Cyprus;CYP;2006;4,057,285,883,048,780;5,008,407,950,760,290;3,715,918,444,681,130;36,710,926,354,224,300
Cyprus;CYP;2007;3,893,523,698,399,170;4,390,754,861,931,350;3,567,460,172,084,850;3,556,834,712,379,540
Cyprus;CYP;2008;36,575,357,235,921,200;3,872,591,429,479,180;3,352,361,899,441,930;3,359,881,055,280,760
Cyprus;CYP;2009;348,549,697,968,653;33,822,482,047,168,300;31,934,855,051,849,000;32,570,213,061,120,200
Cyprus;CYP;2010;329,346,875,080,022;2,932,978,504,640,550;30,157,946,712,156,200;3,134,404,976,001,110
Cyprus;CYP;2011;31,232,113,390,431,200;2,613,776,200,124,010;2,857,506,493,974,630;302,390,273,448,333
Cyprus;CYP;2012;2,941,645,465,883,500;24,564,102,514,491,600;26,803,668,158,859,600;29,726,747,457,751,200
Cyprus;CYP;2013;28,380,650,570,829,200;22,680,348,428,934,100;2,578,130,778,888,450;2,969,373,948,124,790
Cyprus;CYP;2014;27,659,583,413,889,800;21,751,827,153,012,600;25,051,621,772,958,600;2,984,019,632,904,840
Cyprus;CYP;2015;27,608,607,695,444,300;200,410,228,820,727;2,501,751,325,258,550;2,999,339,230,602,110
Cyprus;CYP;2016;2,596,171,468,056,210;20,490,589,992,707,700;2,336,870,549,082,520;29,548,733,812,565,500
Cyprus;CYP;2017;2,595,910,461,328,520;19,019,936,511,306,800;23,395,946,064,920,200;2,943,205,787,235,540
Czechia;CZE;1990;738,972,058,815,813;4,673,336,830,762,490;6,721,600,352,686,980;25,987,011,572,226,600
Czechia;CZE;1991;6,937,285,419,229,870;429,785,450,741,566;63,278,145,085,882,800;23,210,279,670,305,300
Czechia;CZE;1992;6,617,376,087,228,810;3,937,552,507,723,180;6,057,101,050,547,210;2,145,958,255,322,370
Czechia;CZE;1993;6,220,201,684,256,720;35,091,434,558,143,400;57,176,496,024,631,700;194,911,672,357,913
Czechia;CZE;1994;5,970,370,525,958,340;31,723,437,643,740,600;5,513,838,939,187,720;17,854,322,239,062,100
Czechia;CZE;1995;5,837,873,365,289,950;29,540,481,357,877,100;54,124,437,309,751,900;16,617,416,890,537,100
Czechia;CZE;1996;5,478,861,829,827,330;26,300,824,334,794,000;5,095,245,372,557,750;15,390,091,570,546,700
Czechia;CZE;1997;5,348,225,613,173,240;2,511,006,406,552,160;49,776,792,879,308,600;1,521,248,528,120,490
Czechia;CZE;1998;501,993,580,348,852;22,442,784,648,000,300;46,773,168,625,199,000;15,019,048,921,814,000
Czechia;CZE;1999;4,833,628,681,421,580;2,095,402,636,606,660;450,391,683,938,086;15,236,440,113,286,200
Czechia;CZE;2000;4,686,383,997,288,030;19,745,722,962,975,200;4,365,133,353,091,720;15,662,940,604,350,900
Czechia;CZE;2001;4,532,589,443,045,450;18,431,483,622,204,500;42,234,814,699,023,500;15,787,974,984,819,300
Czechia;CZE;2002;44,365,800,812,067,700;1,715,942,852,053,180;4,137,423,991,642,600;16,130,236,538,627,300
Czechia;CZE;2003;4,474,969,699,804,750;1,730,317,307,660,930;416,701,744,610,108;17,051,333,633,291,400
Czechia;CZE;2004;4,235,643,632,291,400;1,600,677,408,172,180;3,941,540,202,535,610;16,926,364,474,895,800
Czechia;CZE;2005;412,589,433,664,669;15,635,815,486,798,100;3,830,074,114,884,090;17,597,085,722,692,700
Czechia;CZE;2006;3,932,006,483,530,450;14,185,953,476,799,000;3,653,130,126,170,910;17,303,971,700,657,100
Czechia;CZE;2007;387,153,254,170,772;13,516,268,150,793,600;35,961,914,187,531,800;17,719,119,833,559,600
Czechia;CZE;2008;3,846,517,075,514,850;12,937,483,768,670,300;35,722,099,033,686,500;18,335,325,018,269,600
Czechia;CZE;2009;3,778,799,580,670,210;1,239,765,432,524,980;3,505,829,559,837,060;18,863,041,406,231,900
Czechia;CZE;2010;3,701,760,464,688,100;11,960,515,698,457,600;3,430,163,995,321,670;19,253,209,040,619,300
Czechia;CZE;2011;362,439,347,934,567;11,333,590,366,553,000;3,350,497,228,064,020;20,272,642,852,027,200
Czechia;CZE;2012;34,859,637,210,577,300;11,507,475,347,487,500;3,204,064,408,241,790;20,886,416,128,862,400
Czechia;CZE;2013;3,393,026,178,380,820;11,294,571,403,020,200;31,046,564,768,631,400;2,185,992,462,338,780
Czechia;CZE;2014;3,226,503,336,719,150;10,754,686,583,378,700;29,443,756,342,432,700;21,687,040,084,753,300
Czechia;CZE;2015;3,241,577,614,263,110;10,279,276,016,565,400;29,577,596,730,308,200;224,769,713,851,017
Czechia;CZE;2016;30,791,526,739,212,100;102,115,785,177,137;27,980,942,326,050,400;22,019,520,861,458,900
Czechia;CZE;2017;30,159,923,281,693,100;9,588,610,421,030,930;2,747,477,475,508,480;2,123,831,686,842,620
Democratic Republic of Congo;COD;1990;17,760,647,233,022,800;14,731,137,390,849,700;2,756,601,507,601,630;5,246,499,953,912,180
Democratic Republic of Congo;COD;1991;17,725,506,539,949,100;14,620,833,319,331,500;2,830,828,908,212,250;5,257,295,898,505,700
Democratic Republic of Congo;COD;1992;17,621,042,654,075,900;1,448,658,960,782,870;28,598,525,732,491,500;5,253,597,921,925,710
Democratic Republic of Congo;COD;1993;17,571,579,496,057,500;14,493,245,108,792,900;28,056,034,084,707,900;5,238,092,767,822,400
Democratic Republic of Congo;COD;1994;176,271,954,383,532;1,455,447,770,593,880;2,798,424,736,014,610;52,661,493,826,368,900
Democratic Republic of Congo;COD;1995;17,768,011,306,134,300;1,474,292,656,038,170;27,494,200,561,136,900;5,309,284,599,367,790
Democratic Republic of Congo;COD;1996;1,809,754,264,539,420;14,989,111,217,601,000;2,827,010,674,670,890;5,425,221,487,798,850
Democratic Republic of Congo;COD;1997;17,808,803,601,761,300;1,473,219,215,922,020;27,992,801,186,021,900;5,363,574,840,655,040
Democratic Republic of Congo;COD;1998;17,899,489,626,171,400;14,827,069,621,695,100;2,793,725,382,232,840;5,405,117,310,295,910
Democratic Republic of Congo;COD;1999;17,876,426,741,484,800;14,902,386,728,335,400;2,696,847,083,926,400;5,416,010,518,840,540
Democratic Republic of Congo;COD;2000;17,910,815,890,725,300;14,972,545,701,492,700;2,660,228,940,553,970;5,442,962,222,993,020
Democratic Republic of Congo;COD;2001;1,784,223,383,234,930;14,908,662,862,998,800;26,534,862,700,703,100;5,488,966,011,109,010
Democratic Republic of Congo;COD;2002;17,595,694,990,418,600;14,766,692,606,085,300;25,491,009,627,269,100;5,504,785,233,946,040
Democratic Republic of Congo;COD;2003;1,766,263,901,292,140;14,879,236,078,755,800;2,497,199,123,481,630;5,640,515,599,772,950
Democratic Republic of Congo;COD;2004;173,510,740,100,628;1,465,910,978,244,990;2,403,536,184,976,640;568,182,950,384,092
Democratic Republic of Congo;COD;2005;16,939,682,208,895,900;1,430,514,722,410,510;2,344,318,024,194,910;56,912,774,643,967,300
Democratic Republic of Congo;COD;2006;16,873,434,285,588,000;14,271,436,607,214,400;23,105,725,163,838,200;57,434,147,118,989,500
Democratic Republic of Congo;COD;2007;16,727,761,151,414,000;14,127,312,740,982,600;2,304,931,713,048,670;5,808,349,855,410,320
Democratic Republic of Congo;COD;2008;1,667,436,413,252,110;14,045,077,759,035,500;23,276,228,324,117,400;5,910,365,503,184,480
Democratic Republic of Congo;COD;2009;1,657,060,522,117,860;1,396,046,339,072,430;2,304,471,595,533,520;5,984,632,137,907,890
Democratic Republic of Congo;COD;2010;16,371,000,072,859,900;13,740,411,024,150,400;23,186,940,790,699,100;6,063,873,781,976,670
Democratic Republic of Congo;COD;2011;16,175,971,405,470,600;13,482,649,827,341,200;23,731,400,973,439,900;6,174,009,982,294,790
Democratic Republic of Congo;COD;2012;15,979,222,466,932,100;13,155,293,187,275,000;24,972,438,638,202,700;6,263,874,602,008,280
Democratic Republic of Congo;COD;2013;15,559,712,639,025,000;125,903,019,333,604;2,636,352,533,392,910;6,310,005,902,143,590
Democratic Republic of Congo;COD;2014;15,178,042,240,404,600;12,256,021,457,579,300;25,830,266,826,856,000;6,354,485,809,719,810
Democratic Republic of Congo;COD;2015;1,484,421,017,274,960;1,172,770,255,492,400;27,720,476,323,840,000;64,009,153,526,569,200
Democratic Republic of Congo;COD;2016;14,519,971,156,704,500;11,339,155,855,036,500;28,297,881,980,781,200;6,475,968,587,274,870
Democratic Republic of Congo;COD;2017;14,268,032,992,575,900;11,090,576,831,144,300;28,207,917,435,390,600;6,548,576,346,651,860
Denmark;DNK;1990;4,036,519,780,605,450;5,283,633,779,015,320;3,768,663,013,767,200;25,898,217,209,220,900
Denmark;DNK;1991;3,902,630,560,035,710;4,967,458,956,863,600;3,636,836,297,343,240;2,601,017,076,272,910
Denmark;DNK;1992;38,789,925,272,436,600;4,745,124,268,460,090;3,607,232,508,786,960;26,969,436,952,188,000
Denmark;DNK;1993;38,850,423,982,933,300;46,487,986,541,297,700;3,602,653,163,628,440;28,335,047,206,612,100
Denmark;DNK;1994;3,815,350,682,154,040;44,075,461,617,268,600;35,250,715,341,816,900;29,541,866,678,245,600
Denmark;DNK;1995;37,430,669,512,282,500;4,152,498,906,969,430;34,434,656,931,576,300;30,934,257,446,142,800
Denmark;DNK;1996;3,618,042,224,248,620;38,345,294,497,698,600;331,604,570,657,008;3,159,673,496,743,520
Denmark;DNK;1997;34,748,290,408,879;35,361,032,326,251,900;31,698,686,784,540,600;3,229,830,005,294,990
Denmark;DNK;1998;3,310,277,340,956,070;32,225,746,565,246,800;3,006,386,057,348,200;3,252,832,987,936,390
Denmark;DNK;1999;3,384,395,751,033,730;3,171,202,142,736,580;30,655,649,694,523,200;3,435,381,528,596,640
Denmark;DNK;2000;3,159,166,599,721,340;2,926,599,996,579,980;28,531,580,113,785,100;33,080,983,075,255,500
Denmark;DNK;2001;31,307,934,714,546,000;27,537,595,980,297,600;28,264,317,256,775,300;3,308,628,334,910,700
Denmark;DNK;2002;31,280,554,777,213,900;26,832,837,356,545,500;2,823,872,959,247,810;33,134,374,351,403,200
Denmark;DNK;2003;3,017,798,131,881,460;24,727,083,668,791,200;2,723,796,323,752,850;32,147,196,891,401,900
Denmark;DNK;2004;28,682,918,903,735,800;22,097,666,601,092,700;25,881,152,823,924;30,786,208,047,071,800
Denmark;DNK;2005;27,136,461,869,967,500;20,204,081,990,387,500;2,443,954,454,983,410;29,737,362,172,040,600
Denmark;DNK;2006;27,138,463,964,813,100;1,921,683,061,837,630;24,415,819,238,726,500;3,016,181,800,144,550
Denmark;DNK;2007;26,918,009,589,399,400;1,830,689,878,042,330;24,172,683,914,371,000;3,053,599,547,553,930
Denmark;DNK;2008;25,797,091,958,439,200;16,694,483,039,385,700;2,311,114,767,489,410;3,000,920,032,801,140
Denmark;DNK;2009;25,515,921,259,697,600;16,206,529,824,611,700;22,790,493,849,440,800;305,218,312,697,729
Denmark;DNK;2010;2,479,781,339,607,680;1,493,172,071,384,950;2,209,043,311,317,830;30,437,260,683,586,400
Denmark;DNK;2011;2,432,987,784,783,350;1,303,449,909,039,270;21,718,025,640,693,300;2,971,880,483,040,030
Denmark;DNK;2012;22,013,488,867,019,900;12,911,410,868,313,100;1,940,875,219,170,660;2,923,711,271,292,020
Denmark;DNK;2013;21,187,438,847,561,500;1,244,061,688,323,840;18,599,097,826,547,800;2,901,387,137,865,550
Denmark;DNK;2014;20,665,882,663,638,400;11,203,118,566,394,900;18,150,670,498,110,500;28,352,430,633,545,700
Denmark;DNK;2015;19,891,194,178,420,100;11,022,028,234,698,300;17,381,600,857,521,200;2,819,238,274,169,600
Denmark;DNK;2016;1,931,916,137,636,140;10,954,123,803,811,700;1,678,729,836,223,030;28,284,532,428,514,300
Denmark;DNK;2017;19,324,887,260,097,900;1,036,955,248,849,970;16,775,030,036,155,000;28,546,661,158,342,600
Djibouti;DJI;1990;1,468,274,587,034,380;1,180,079,922,110,510;2,800,720,023,025,850;14,404,604,733,596,300
Djibouti;DJI;1991;14,851,693,879,680,400;11,819,919,137,711,900;29,510,063,838,171,800;1,423,899,626,748,010
Djibouti;DJI;1992;1,509,686,045,778,530;11,902,142,492,871,100;3,114,183,950,957,620;14,096,153,930,543,900
Djibouti;DJI;1993;1,503,249,646,928,930;1,175,965,828,054,050;31,928,294,800,584,400;13,897,712,174,071,400
Djibouti;DJI;1994;14,901,527,156,091,000;11,558,549,757,791,100;32,631,706,538,699,600;13,744,006,766,909,900
Djibouti;DJI;1995;14,758,975,088,915,700;11,312,485,641,364,600;3,366,525,463,805,050;13,610,666,918,789,700
Djibouti;DJI;1996;14,622,125,681,724,800;11,047,431,721,584,500;3,494,923,110,422,930;1,346,216,180,877,560
Djibouti;DJI;1997;1,428,696,230,331,910;10,614,751,958,098,200;35,923,404,382,332,200;13,341,783,210,769,000
Djibouti;DJI;1998;1,386,993,432,271,900;10,162,649,300,844,500;3,627,651,718,531,260;1,318,534,577,678,960
Djibouti;DJI;1999;13,312,326,449,015,100;9,600,110,567,215,960;3,633,126,753,549,220;12,948,542,791,542,100
Djibouti;DJI;2000;12,718,485,191,715,800;9,028,094,678,496,150;36,115,218,137,671,500;12,746,891,751,994,400
Djibouti;DJI;2001;12,152,285,901,092,700;8,379,805,895,057,770;3,692,855,683,025,350;12,716,958,398,456,300
Djibouti;DJI;2002;11,600,735,789,193,900;7,727,845,426,320,590;3,790,578,996,961,540;12,966,725,341,569,500
Djibouti;DJI;2003;1,104,614,217,564,090;6,997,460,978,706,730;3,962,502,605,972,940;1,333,170,244,752,620
Djibouti;DJI;2004;10,538,087,074,103,200;6,321,688,154,057,780;41,257,100,087,996,100;13,780,388,473,892,400
Djibouti;DJI;2005;100,875,509,537,881;5,858,480,538,589,460;4,134,826,690,704,020;1,414,092,700,503,610
Djibouti;DJI;2006;9,811,966,444,006,860;5,438,541,228,485,480;4,275,542,500,817,070;14,597,237,522,520,200
Djibouti;DJI;2007;9,619,047,125,453,280;5,262,732,074,462,470;4,254,935,814,678,520;15,113,728,802,668,300
Djibouti;DJI;2008;9,365,292,821,556,170;50,718,972,019,734,900;41,883,128,017,878,700;15,638,093,315,383,400
Djibouti;DJI;2009;9,145,677,979,457,530;4,896,848,861,826,790;413,898,670,604,875;16,287,162,373,734,300
Djibouti;DJI;2010;8,894,738,867,021,440;4,730,374,638,248,070;4,049,707,415,746,400;16,920,639,519,505,500
Djibouti;DJI;2011;8,801,144,565,707,400;4,492,132,576,604,600;4,189,859,479,065,550;1,762,213,318,593,120
Djibouti;DJI;2012;8,588,431,629,793,870;4,294,789,945,548,120;41,688,966,237,620,900;18,378,172,307,560,000
Djibouti;DJI;2013;8,433,066,442,142,010;4,080,768,503,751,150;4,221,815,164,464,820;19,159,698,937,377,100
Djibouti;DJI;2014;8,341,619,402,173,270;3,873,732,256,442,640;43,309,288,409,651,000;2,008,329,692,361,630
Djibouti;DJI;2015;8,349,410,648,928,290;35,264,795,759,264,600;4,681,545,009,925,670;2,085,631,423,105,990
Djibouti;DJI;2016;824,769,523,955,055;33,953,360,296,274,600;4,703,830,554,619,200;21,847,122,440,730,300
Djibouti;DJI;2017;8,069,632,489,595,120;32,241,478,755,208,400;4,690,101,672,940,820;22,740,996,141,239,100
Dominica;DMA;1990;5,517,408,057,606,530;3,492,551,164,663,340;202,485,689,294,319;0
Dominica;DMA;1991;54,894,963,201,391,500;3,384,440,715,030,180;2,105,055,605,108,970;0
Dominica;DMA;1992;5,447,182,005,018,330;32,412,514,191,657,500;22,059,305,858,525,800;0
Dominica;DMA;1993;5,372,598,870,905,980;30,770,231,265,017,600;22,955,757,444,042,200;0
Dominica;DMA;1994;5,283,530,525,050,170;28,924,938,085,943,300;2,391,036,716,455,840;0
Dominica;DMA;1995;5,160,986,524,098,390;27,013,943,528,634,000;2,459,592,171,234,990;0
Dominica;DMA;1996;509,777,317,586,355;25,280,458,649,177,900;25,697,273,109,457,500;0
Dominica;DMA;1997;4,971,121,512,203,460;2,332,359,308,629,940;2,638,762,203,573,510;0
Dominica;DMA;1998;4,839,092,098,639,190;21,448,054,258,349,300;2,694,286,672,804,260;0
Dominica;DMA;1999;47,341,008,499,671,300;19,851,028,535,073,700;2,748,997,996,459,750;0
Dominica;DMA;2000;45,977,082,991,268,000;18,134,673,254,820,900;2,784,240,973,644,700;0
Dominica;DMA;2001;4,489,563,563,185,310;16,618,422,675,266,500;2,827,721,295,658,650;0
Dominica;DMA;2002;4,393,133,529,518,450;15,167,404,207,155,100;2,876,393,108,802,940;0
Dominica;DMA;2003;43,782,255,949,204,200;14,192,834,273,045,200;29,589,421,676,159,000;0
Dominica;DMA;2004;4,343,124,565,928,450;13,141,779,879,898,800;30,289,465,779,385,600;0
Dominica;DMA;2005;42,595,668,479,320,400;12,239,248,349,006,800;30,356,420,130,313,500;0
Dominica;DMA;2006;4,212,803,561,142,830;1,132,466,178,592,630;30,803,373,825,502,000;0
Dominica;DMA;2007;41,242,562,490,805,900;10,455,228,122,710,600;30,787,334,368,095,300;0
Dominica;DMA;2008;40,330,527,770,018,900;9,745,906,432,380,720;3,058,462,133,763,810;0
Dominica;DMA;2009;3,979,394,208,351,360;9,128,304,661,944,320;30,665,637,421,569,300;0
Dominica;DMA;2010;3,971,407,976,317,930;8,746,518,826,792,800;3,096,756,093,638,650;0
Dominica;DMA;2011;4,039,606,144,472,390;8,208,721,732,473,070;3,218,733,907,011,120;8.45E+08
Dominica;DMA;2012;39,353,479,380,889,100;8,061,183,303,292,950;3,129,229,362,627,680;32,263,517,114,747,900
Dominica;DMA;2013;39,415,739,026,393,900;7,760,010,591,231,490;31,655,723,066,317,800;7,026,858,910,501,480
Dominica;DMA;2014;38,924,702,625,230,900;7,541,223,365,509,540;31,383,470,054,386,700;1,205,870,787,913,510
Dominica;DMA;2015;3,888,421,399,204,620;7,372,724,434,383,250;31,511,475,431,234,100;18,281,219,045,547,500
Dominica;DMA;2016;3,823,456,970,186,670;7,083,231,774,969,900;3,115,131,928,928,160;2,444,418,693,611,390
Dominica;DMA;2017;376,752,584,195,648;6,837,761,310,585,370;30,837,473,231,334,100;31,291,433,243,746,900
Dominican Republic;DOM;1990;4,711,629,528,792,360;3,440,043,487,576,760;11,913,778,341,159,500;11,086,568,626,111,000
Dominican Republic;DOM;1991;4,525,602,999,128,170;3,253,301,777,258,640;11,958,782,714,869,600;1,052,525,602,390,110
Dominican Republic;DOM;1992;43,194,150,839,280,900;30,396,205,967,534,800;12,057,042,500,519,100;10,137,391,923,471,600
